,0
1168,-0.7148112775757909
1169,-1.0892286896156624
1170,-1.9921174981291188
1171,-0.2121614415186741
1172,-0.7091763871776493
1173,-0.5389485620630694
1174,0.490041239859238
1175,2.565557224443183e-07
1176,1.17897702147593
1177,-0.3056540633988334
1178,0.0949447817923404
